"SYMBOL 
","OPEN 
","HIGH 
","LOW 
","PREV. CLOSE 
","LTP 
","INDICATIVE CLOSE 
","CHNG 
","%CHNG 
","VOLUME 
(shares)","VALUE 
 (₹ Crores)","52W H 
","52W L 
","30 D   %CHNG 
","365 D   %CHNG 
"
"ITI","288.50","295.80","285.70","291.35","289.60","-","-1.75","-0.60","5,67,610","16.49","372.85","234.04","-6.87","-11.30"
"MPHASIS","2,752.00","2,789.60","2,725.00","2,772.80","2,755.00","-","-17.80","-0.64","5,50,213","151.32","3,037.20","2,044.55","-1.31","-8.32"
"NAVINFLUOR","6,042.50","6,189.00","5,885.00","6,069.00","6,030.00","-","-39.00","-0.64","2,00,809","121.96","6,273.50","3,502.00","-0.61","63.07"
"PAGEIND","32,995.00","33,255.00","32,725.00","33,015.00","32,805.00","-","-210.00","-0.64","21,403","70.61","50,590.00","31,740.00","-7.23","-26.99"
"PERSISTENT","6,026.50","6,085.00","5,979.50","6,070.00","6,030.00","-","-40.00","-0.66","4,86,262","293.28","6,599.00","4,148.95","-2.39","-3.84"
"INDUSINDBK","892.10","902.75","888.20","898.40","892.50","-","-5.90","-0.66","28,67,342","256.96","1,086.55","606.00","6.49","-5.50"
"TATATECH","650.00","650.00","641.05","651.25","646.95","-","-4.30","-0.66","7,45,301","48.16","803.00","597.00","1.13","-17.33"
"PCBL","264.00","269.00","261.50","265.45","263.70","-","-1.75","-0.66","6,93,613","18.45","444.15","254.50","-6.80","-26.82"
"ETERNAL","272.65","275.85","267.65","275.35","273.50","-","-1.85","-0.67","4,37,52,149","1,197.28","368.45","194.80","-1.26","-"
"BPCL","366.70","368.00","359.50","366.95","364.50","-","-2.45","-0.67","1,26,39,803","460.30","388.15","234.01","-1.35","41.83"
"HDFCBANK","930.00","938.90","927.75","935.50","929.00","-","-6.50","-0.69","2,96,91,233","2,766.72","1,020.50","830.55","-6.22","-44.60"
"IEX","127.42","127.80","125.80","127.58","126.70","-","-0.88","-0.69","66,67,712","84.49","215.40","125.28","-3.95","-29.20"
"TMPV","350.80","353.00","348.40","351.80","349.25","-","-2.55","-0.72","99,10,289","347.18","755.00","335.60","-3.23","-"
"OIL","511.55","518.00","500.35","514.75","511.00","-","-3.75","-0.73","1,20,28,407","611.38","520.00","325.00","23.96","25.15"
"LAURUSLABS","974.00","983.30","951.80","973.30","966.10","-","-7.20","-0.74","19,76,994","191.23","1,141.00","511.80","-11.62","77.45"
"IREDA","132.03","132.95","130.50","133.26","132.27","-","-0.99","-0.74","65,13,022","85.86","208.90","126.15","-3.49","-31.26"
"ZYDUSLIFE","884.25","896.15","882.45","890.70","884.00","-","-6.70","-0.75","6,62,055","58.70","1,059.05","795.00","-1.79","-5.03"
"DABUR","512.15","519.90","501.35","510.45","506.55","-","-3.90","-0.76","27,37,132","139.58","577.00","433.30","2.21","-2.22"
"AFCONS","331.00","333.50","324.90","334.05","331.50","-","-2.55","-0.76","3,25,118","10.74","498.70","319.00","-15.02","-27.54"
"OBEROIRLTY","1,496.90","1,496.90","1,475.60","1,501.90","1,490.00","-","-11.90","-0.79","6,61,202","98.26","2,005.00","1,425.50","-9.43","-13.24"
"AUBANK","968.25","995.65","965.00","987.90","980.00","-","-7.90","-0.80","29,78,565","293.00","1,029.95","478.35","-1.42","64.84"
"M&MFIN","376.00","386.90","368.75","374.25","371.25","-","-3.00","-0.80","43,71,676","165.33","412.20","231.02","-83.52","-82.13"
"BANKBARODA","302.40","304.00","297.50","302.45","300.00","-","-2.45","-0.81","1,17,08,481","351.20","313.35","190.70","2.18","34.51"
"GSPL","304.00","306.45","300.00","305.15","302.60","-","-2.55","-0.84","3,64,869","11.10","360.60","261.45","3.45","-10.44"
"BIKAJI","653.65","669.65","651.50","660.00","654.40","-","-5.60","-0.85","2,53,187","16.72","818.70","558.80","-13.38","-1.56"
"ADANIGREEN","854.90","864.80","842.70","858.80","851.30","-","-7.50","-0.87","28,87,230","247.00","1,177.55","758.00","-15.37","-13.70"
"JINDALSAW","176.00","179.40","172.60","176.84","175.29","-","-1.55","-0.88","22,62,869","39.87","286.40","153.00","6.68","-28.78"
"SBFC","86.13","86.39","84.27","85.99","85.23","-","-0.76","-0.88","31,58,323","26.92","123.00","79.24","-18.42","-0.28"
"HEROMOTOCO","5,540.50","5,595.00","5,465.00","5,580.00","5,530.00","-","-50.00","-0.90","4,66,102","257.90","6,388.50","3,344.00","-3.10","35.89"
"ICICIGI","1,825.60","1,853.30","1,808.10","1,825.60","1,809.10","-","-16.50","-0.90","6,33,707","115.14","2,068.70","1,613.70","-7.21","-1.49"
"AAVAS","1,457.10","1,486.80","1,429.50","1,463.20","1,450.00","-","-13.20","-0.90","1,52,446","22.31","2,234.00","1,351.10","-0.32","-13.52"
"MGL","1,056.00","1,064.80","1,046.00","1,058.60","1,049.00","-","-9.60","-0.91","1,32,804","14.01","1,586.90","1,018.60","-5.26","-16.92"
"JWL","325.95","331.10","318.05","326.65","323.50","-","-3.15","-0.96","28,81,682","93.68","457.00","247.15","-2.19","-10.91"
"LTTS","3,758.00","3,759.00","3,712.10","3,755.90","3,720.00","-","-35.90","-0.96","61,047","22.73","5,645.00","3,712.10","-16.12","-30.30"
"POONAWALLA","394.85","401.95","390.25","399.90","396.00","-","-3.90","-0.98","8,47,134","33.64","570.40","267.20","-17.53","26.71"
"INFY","1,655.00","1,655.00","1,618.10","1,659.50","1,642.70","-","-16.80","-1.01","92,07,926","1,505.03","1,924.00","1,307.00","1.20","-12.77"
"KIMS","604.10","608.45","598.10","607.15","601.00","-","-6.15","-1.01","6,13,675","36.96","798.40","474.05","0.32","-0.72"
"ABCAPITAL","342.00","343.75","336.10","344.30","340.60","-","-3.70","-1.07","57,57,878","195.72","369.30","149.01","-2.72","92.48"
"3MINDIA","34,295.00","34,970.00","33,900.00","34,605.00","34,235.00","-","-370.00","-1.07","4,490","15.45","37,305.00","25,718.15","-2.55","16.94"
"PFIZER","4,599.90","4,620.00","4,541.00","4,599.20","4,549.90","-","-49.30","-1.07","12,353","5.65","5,993.00","3,701.00","-7.37","1.72"
"LTF","288.85","293.35","283.75","289.15","286.00","-","-3.15","-1.09","44,45,140","128.46","329.45","131.05","-6.25","95.92"
"NTPC","359.00","359.35","351.10","358.15","354.10","-","-4.05","-1.13","2,26,41,103","803.42","371.45","292.80","9.57","10.82"
"CHENNPETRO","870.00","888.00","860.50","874.85","865.00","-","-9.85","-1.13","10,07,032","87.89","1,103.00","433.10","8.52","64.76"
"KOTAKBANK","410.00","412.50","405.40","412.40","407.50","-","-4.90","-1.19","2,06,81,886","843.99","460.38","374.32","-81.05","-78.75"
"MOTHERSON","113.45","113.61","111.53","113.88","112.50","-","-1.38","-1.21","1,43,80,990","161.99","124.71","71.50","-5.72","-20.14"
"CHOLAFIN","1,650.00","1,669.50","1,617.90","1,648.90","1,628.80","-","-20.10","-1.22","17,16,319","281.03","1,831.50","1,225.35","-4.11","25.84"
"NHPC","78.50","78.89","77.20","79.18","78.21","-","-0.97","-1.23","1,45,84,257","113.98","92.34","71.00","-0.48","4.85"
"OFSS","7,830.50","7,830.50","7,688.00","7,837.50","7,741.00","-","-96.50","-1.23","1,00,253","77.56","9,950.00","7,038.00","1.75","-18.63"
"COFORGE","1,655.10","1,668.50","1,644.60","1,678.10","1,653.30","-","-20.80","-1.24","14,87,848","246.84","1,994.00","1,194.01","-0.07","-81.09"
"PHOENIXLTD","1,679.40","1,693.60","1,656.80","1,686.90","1,665.00","-","-21.90","-1.30","8,35,130","139.89","1,993.00","1,402.50","-9.77","7.31"
"CAMS","706.75","706.80","693.00","708.00","695.00","-","-9.50","-1.35","7,74,625","54.06","875.00","606.21","-5.02","-82.38"
"HDFCAMC","2,544.20","2,553.60","2,506.10","2,544.20","2,509.00","-","-35.20","-1.38","10,84,243","274.05","2,967.25","1,781.53","-4.35","-33.55"
"WIPRO","238.00","238.00","235.30","239.80","236.45","-","-3.35","-1.40","1,13,62,317","268.93","323.60","228.00","-10.15","-24.18"
"IGL","180.00","180.24","176.45","180.53","177.98","-","-2.55","-1.41","13,02,509","23.19","229.00","171.15","-7.05","-54.44"
"NAUKRI","1,255.70","1,258.80","1,242.20","1,268.30","1,250.00","-","-18.30","-1.44","26,85,297","335.56","1,637.00","1,157.00","-6.41","-83.22"
"KARURVYSYA","303.00","306.00","297.00","302.45","298.05","-","-4.40","-1.45","37,66,181","113.58","306.00","154.63","16.29","32.04"
"ANANDRATHI","2,904.70","2,904.70","2,815.90","2,928.40","2,886.00","-","-42.40","-1.45","3,16,738","90.87","3,321.40","1,594.00","-6.68","-17.91"
"TRENT","3,815.00","3,841.80","3,751.10","3,823.80","3,766.00","-","-57.80","-1.51","10,70,238","405.20","6,270.40","3,693.10","-10.03","-32.37"
"HINDPETRO","431.00","435.75","423.45","432.60","425.95","-","-6.65","-1.54","64,29,392","275.30","508.45","287.55","-8.91","23.68"
"JSWCEMENT","114.75","116.12","113.75","116.42","114.50","-","-1.92","-1.65","11,72,217","13.45","162.15","106.65","-5.60","-"
"SHYAMMETL","865.00","865.00","838.10","870.75","855.60","-","-15.15","-1.74","6,37,798","54.47","1,001.00","673.50","2.71","15.83"
"HCLTECH","1,713.20","1,713.20","1,683.00","1,721.60","1,691.40","-","-30.20","-1.75","44,48,681","754.83","1,752.50","1,302.75","4.98","-1.36"
"POWERGRID","261.30","262.40","254.05","260.50","255.95","-","-4.55","-1.75","2,32,92,764","598.23","322.00","247.30","-1.48","-10.89"
"WELCORP","738.00","760.10","719.05","743.15","730.00","-","-13.15","-1.77","12,04,946","88.87","994.00","664.30","-7.70","-1.84"
"SBICARD","769.50","770.00","749.90","769.35","755.50","-","-13.85","-1.80","34,16,794","258.72","1,027.25","721.00","-10.65","-1.03"
"JSWSTEEL","1,228.00","1,228.00","1,194.50","1,237.50","1,214.20","-","-23.30","-1.88","28,76,505","349.11","1,245.00","905.20","9.25","29.52"
"TECHM","1,757.10","1,760.00","1,731.00","1,768.40","1,735.20","-","-33.20","-1.88","16,72,787","291.46","1,776.60","1,209.40","8.63","3.68"
"CARBORUNIV","804.00","819.95","781.00","804.25","789.00","-","-15.25","-1.90","4,07,422","32.16","1,191.95","770.60","-4.86","-32.24"
"ICICIBANK","1,368.20","1,381.90","1,353.20","1,383.60","1,357.00","-","-26.60","-1.92","2,40,13,717","3,278.78","1,500.00","1,200.10","0.93","8.26"
"UPL","717.10","717.15","699.85","715.95","702.10","-","-13.85","-1.93","46,68,042","329.66","812.20","539.30","-10.59","27.27"
"VOLTAS","1,341.40","1,364.20","1,280.00","1,349.10","1,323.00","-","-26.10","-1.93","14,48,958","192.21","1,531.00","1,135.00","-1.69","-9.92"
"CANBK","150.70","150.70","146.62","150.32","147.25","-","-3.07","-2.04","4,34,11,151","642.75","160.79","78.60","-4.29","60.36"
"NUVOCO","347.00","350.50","343.35","351.20","344.00","-","-7.20","-2.05","2,87,980","10.02","477.50","287.05","-2.34","0.12"
"CONCORDBIO","1,185.00","1,199.40","1,155.70","1,192.10","1,167.60","-","-24.50","-2.06","1,61,529","19.02","2,451.70","1,155.70","-12.35","-42.72"
"GODREJIND","980.40","989.90","970.00","990.40","970.00","-","-20.40","-2.06","45,657","4.48","1,390.00","766.00","0.66","11.19"
"KALYANKJIL","365.25","367.80","359.60","368.40","360.50","-","-7.90","-2.14","41,46,294","150.46","617.70","347.50","-24.95","-19.40"
"PFC","384.00","384.45","376.00","386.80","378.50","-","-8.30","-2.15","1,75,79,735","666.20","444.10","329.90","8.59","-4.95"
"PTCIL","18,200.00","18,580.00","17,951.00","18,367.00","17,971.00","-","-396.00","-2.16","16,628","30.23","19,387.00","9,756.30","-0.85","30.79"
"ACC","1,671.00","1,679.00","1,626.10","1,678.50","1,642.00","-","-36.50","-2.17","2,27,280","37.51","2,119.90","1,626.10","-5.50","-18.23"
"AIIL","509.00","513.00","498.70","517.30","506.00","-","-11.30","-2.18","2,93,149","14.82","683.00","265.10","-83.16","-70.29"
"ADANIENSOL","900.00","916.00","883.20","914.10","894.10","-","-20.00","-2.19","11,40,000","102.62","1,067.70","639.45","-12.63","20.16"
"CHOICEIN","782.45","782.45","763.10","781.15","764.00","-","-17.15","-2.20","4,78,698","36.97","860.50","438.45","-7.93","49.78"
"PETRONET","293.90","295.30","288.30","296.00","289.40","-","-6.60","-2.23","31,93,737","92.80","326.50","263.50","3.57","-3.87"
"PNBHOUSING","833.50","841.00","815.00","841.50","822.55","-","-18.95","-2.25","12,93,426","107.05","1,141.90","746.70","-12.96","-5.60"
"CGCL","176.81","176.81","169.41","179.22","175.10","-","-4.12","-2.30","28,38,942","49.04","231.35","150.51","-2.71","-2.44"
"NLCINDIA","265.00","265.00","256.35","264.40","258.05","-","-6.35","-2.40","29,27,529","75.93","292.20","186.03","2.23","23.33"
"BALKRISIND","2,364.00","2,380.40","2,289.90","2,364.20","2,305.00","-","-59.20","-2.50","6,06,036","140.56","2,839.95","2,152.05","-0.17","-15.76"
"IFCI","54.86","55.84","53.78","56.33","54.92","-","-1.41","-2.50","1,50,39,929","82.60","74.50","36.20","9.22","1.75"
"ANGELONE","2,575.00","2,598.40","2,511.00","2,588.40","2,520.00","-","-68.40","-2.64","4,86,693","124.63","3,285.00","1,941.00","8.26","10.64"
"ONGC","273.89","276.50","268.01","275.39","268.06","-","-7.33","-2.66","2,44,20,043","660.42","277.77","205.00","14.61","6.98"
"LLOYDSME","1,134.80","1,134.80","1,084.00","1,133.40","1,102.00","-","-31.40","-2.77","3,73,797","41.17","1,612.00","942.15","-14.72","-12.25"
"ZENSARTECH","665.00","672.00","648.20","668.55","649.85","-","-18.70","-2.80","7,60,552","50.17","984.95","535.85","-6.29","-23.55"
"NSLNISP","43.00","43.15","41.61","43.55","42.32","-","-1.23","-2.82","40,01,658","17.00","49.65","32.13","-1.87","2.63"
"RECLTD","372.55","375.00","359.00","375.30","364.45","-","-10.85","-2.89","2,10,86,535","768.20","460.20","330.95","3.61","-16.27"
"RAINBOW","1,170.00","1,178.70","1,123.00","1,184.60","1,150.00","-","-34.60","-2.92","3,55,376","40.39","1,645.70","1,123.00","-13.66","-18.79"
"JINDALSTEL","1,141.80","1,164.70","1,103.00","1,159.60","1,125.20","-","-34.40","-2.97","32,91,975","369.89","1,168.00","723.35","10.84","33.33"
"BSE","2,859.00","2,887.00","2,762.30","2,861.60","2,775.80","-","-85.80","-3.00","38,05,677","1,079.87","3,030.00","1,227.33","8.37","-47.84"
"PAYTM","1,164.90","1,164.90","1,112.20","1,168.10","1,130.00","-","-38.10","-3.26","73,77,268","837.01","1,381.80","651.50","-12.14","40.67"
"COALINDIA","453.95","453.95","437.00","455.75","440.00","-","-15.75","-3.46","1,01,91,610","450.06","461.55","349.25","10.74","16.15"
"IIFL","541.00","546.75","525.00","546.00","526.80","-","-19.20","-3.52","27,21,472","145.14","675.00","279.80","-12.34","51.97"
"GPIL","254.80","254.80","245.00","257.65","248.50","-","-9.15","-3.55","19,90,173","49.53","290.00","145.75","-5.70","40.12"
"IGIL","323.00","323.00","308.00","322.70","310.90","-","-11.80","-3.66","7,23,014","22.58","542.05","282.00","-5.94","-39.60"
"SWIGGY","309.00","316.00","302.10","327.65","314.90","-","-12.75","-3.89","4,16,95,914","1,282.65","474.00","297.00","-21.39","-27.66"
"SAIL","154.50","154.50","147.75","157.18","150.98","-","-6.20","-3.94","3,30,12,904","497.57","160.00","99.15","7.17","44.82"
"HOMEFIRST","1,210.90","1,223.00","1,172.00","1,229.20","1,178.00","-","-51.20","-4.17","4,16,944","49.60","1,519.00","878.40","6.78","21.53"
"MANAPPURAM","290.00","293.80","270.00","296.90","284.50","-","-12.40","-4.18","80,65,063","231.47","321.60","168.83","-8.04","42.75"
"NMDC","83.50","83.50","79.87","84.60","81.00","-","-3.60","-4.26","4,44,72,018","360.27","86.72","59.53","-2.64","23.49"
"DEEPAKFERT","1,082.00","1,087.10","1,013.80","1,114.50","1,063.60","-","-50.90","-4.57","19,12,271","199.12","1,778.60","888.90","-12.67","-18.57"
"TATASTEEL","198.55","199.00","190.63","202.32","192.58","-","-9.74","-4.81","5,22,62,849","1,010.55","202.99","125.30","9.86","47.65"
"AMBUJACEM","536.05","536.05","507.90","536.05","509.50","-","-26.55","-4.95","61,30,082","316.86","624.95","455.00","-7.25","-2.29"
"HEG","563.00","563.90","532.00","570.40","540.40","-","-30.00","-5.26","14,65,740","79.49","672.00","331.25","-9.77","34.22"
"MMTC","68.48","68.48","64.76","68.99","65.00","-","-3.99","-5.78","60,18,447","39.93","88.19","44.50","-3.61","-3.15"
"HINDALCO","1,000.00","1,000.00","955.55","1,024.05","962.80","-","-61.25","-5.98","1,19,77,092","1,160.02","1,029.80","546.45","8.87","64.80"
"HUDCO","197.90","197.90","188.63","203.97","191.47","-","-12.50","-6.13","1,22,56,692","236.16","253.73","158.85","-14.44","-10.90"
"MCX","2,684.00","2,684.00","2,490.00","2,686.00","2,515.00","-","-171.00","-6.37","76,39,727","1,974.96","2,705.00","881.63","-76.78","-55.66"
"NTPCGREEN","90.34","90.72","86.00","92.33","86.21","-","-6.12","-6.63","1,50,02,180","131.21","120.69","84.55","-8.04","-25.03"
"MUTHOOTFIN","4,000.00","4,000.00","3,801.10","4,091.70","3,818.00","-","-273.70","-6.69","10,66,990","415.96","4,149.50","1,965.00","0.80","73.24"
"GMDCLTD","602.90","608.00","571.55","618.35","575.45","-","-42.90","-6.94","66,00,372","389.98","651.00","226.59","-3.01","79.20"
"GRAPHITE","649.00","654.00","604.15","666.65","609.90","-","-56.75","-8.51","17,02,101","107.41","685.00","365.75","5.04","30.70"
"NATIONALUM","413.90","413.90","380.15","428.85","383.00","-","-45.85","-10.69","4,07,09,006","1,600.52","431.50","137.75","21.75","98.90"
"HINDCOPPER","726.00","736.50","671.25","760.05","675.95","-","-84.10","-11.07","11,31,98,070","7,916.96","760.05","183.82","28.60","200.28"
"VEDL","755.00","755.00","675.10","766.35","680.00","-","-86.35","-11.27","5,46,28,339","3,853.37","769.80","363.00","12.55","58.28"
"HINDZINC","690.00","690.00","622.35","715.20","626.00","-","-89.20","-12.47","4,94,36,689","3,247.64","733.00","378.15","0.51","43.39"
